,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Month,DayOfMonth,Time
3687,Sunday,DUNDAS WEST,SUO,0,0,W,BD,5045,Apr,2,1232
3688,Sunday,KING,SUDP,3,10,N,YU,5566,Apr,2,1252
3689,Sunday,BLOOR-YONGE,SUUT,0,0,E,BD,5201,Apr,2,1263
3690,Sunday,BLOOR-YONGE,SUO,0,0,N,YU,0,Apr,2,1295
3691,Sunday,DONLANDS,MUIRS,0,0,E,BD,0,Apr,2,1321
3692,Sunday,DUNDAS WEST,SUO,0,0,E,BD,5315,Apr,2,1397
3693,Sunday,HIGHWAY 407,MUIRS,0,0,N,YU,5911,Apr,2,1403
3694,Sunday,DUNDAS,SUPOL,5,10,N,YU,5781,Apr,2,13
3695,Sunday,YORK UNIVERSITY,MUPAA,0,0,N,YU,6026,Apr,2,32
3696,Sunday,BAY,SUO,6,12,E,BD,5086,Apr,2,34
3697,Sunday,KING,SUO,0,0,S,YU,0,Apr,2,38
3698,Sunday,DUNDAS,SUO,0,0,S,YU,0,Apr,2,49
3699,Sunday,FINCH,MUATC,7,14,S,YU,5486,Apr,2,80
3700,Sunday,FINCH,SUDP,0,0,S,YU,5981,Apr,2,104
3701,Sunday,FINCH,MUPAA,0,0,S,YU,6011,Apr,2,111
3702,Sunday,SHEPPARD-YONGE,EUBO,7,14,E,SHP,6176,Apr,2,126
3703,Sunday,SHEPPARD-YONGE,SUDP,0,0,E,SHP,6181,Apr,2,146
3704,Sunday,LESLIE,PUOPO,7,14,W,SHP,6181,Apr,2,871
3705,Sunday,BAYVIEW,TUSC,0,0,E,SHP,6191,Apr,2,1061
3706,Monday,LAWRENCE EAST,ERDO,4,9,N,SRT,3015,Apr,3,416
3707,Monday,NORTH YORK CENTRE,MUO,15,22,N,YU,6016,Apr,3,129
3708,Monday,LAWRENCE EAST,MRO,5,10,S,SRT,3004,Apr,3,425
3709,Monday,LAWRENCE EAST,MRUI,16,21,N,SRT,3022,Apr,3,438
3710,Monday,ELLESMERE,SRDP,20,25,N,SRT,3003,Apr,3,456
3711,Monday,LAWRENCE EAST,ERNT,6,11,S,SRT,3012,Apr,3,647
3712,Monday,YORKDALE,MUATC,9,15,S,YU,5716,Apr,3,345
3713,Monday,MCCOWAN,SRDP,14,19,S,SRT,3012,Apr,3,672
3714,Monday,ST. CLAIR WEST,MUATC,6,12,S,YU,5555,Apr,3,350
3715,Monday,MCCOWAN,MRTO,5,10,N,SRT,3017,Apr,3,939
3716,Monday,GREENWOOD,MUSC,3,5,E,BD,5014,Apr,3,365
3717,Monday,SCARBOROUGH CENTRE,SRO,10,20,S,SRT,3020,Apr,3,1200
3718,Monday,WILSON,PUOPO,3,6,S,YU,5551,Apr,3,416
3719,Monday,UNION,MUDD,6,9,N,YU,6096,Apr,3,417
3720,Monday,YORKDALE,PUOPO,4,7,S,YU,5551,Apr,3,421
3721,Monday,GREENWOOD,EUSC,3,6,E,BD,5077,Apr,3,433
3722,Monday,GREENWOOD,MUSC,0,0,W,BD,5218,Apr,3,442
3723,Monday,CHESTER,PUSTC,3,6,E,BD,5290,Apr,3,452
3724,Monday,BROADVIEW,MUSC,0,0,W,BD,5112,Apr,3,485
3725,Monday,ST. CLAIR WEST,PUOPO,0,0,N,YU,5956,Apr,3,515
3726,Monday,ST. GEORGE,MUDD,5,8,W,BD,5370,Apr,3,529
3727,Monday,KEELE,TUO,7,10,E,BD,5035,Apr,3,538
3728,Monday,OLD MILL,MUSC,0,0,E,BD,5145,Apr,3,546
3729,Monday,HIGHWAY 407,MUATC,3,6,N,YU,5436,Apr,3,586
3730,Monday,FINCH,PUTWZ,5,7,S,YU,6041,Apr,3,607
3731,Monday,ROYAL YORK,MUIR,7,11,W,BD,5364,Apr,3,622
3732,Monday,BAY,MUSC,0,0,E,BD,5031,Apr,3,641
3733,Monday,SHEPPARD-YONGE,MUO,6,9,S,YU,5741,Apr,3,656
3734,Monday,YORK MILLS,TUO,4,7,N,YU,5986,Apr,3,671
3735,Monday,QUEEN,MUPAA,6,9,S,YU,5741,Apr,3,690
3736,Monday,WOODBINE,TUSC,0,0,W,BD,5364,Apr,3,706
3737,Monday,YORK MILLS,SUDP,3,6,S,YU,5806,Apr,3,740
3738,Monday,ROYAL YORK,MUTD,4,8,E,BD,5231,Apr,3,751
3739,Monday,UNION,SUDP,0,0,S,YU,5604,Apr,3,771
3740,Monday,BATHURST,MUIS,0,0,E,BD,5150,Apr,3,797
3741,Monday,ISLINGTON,MUSC,0,0,E,BD,5145,Apr,3,881
3742,Monday,BROADVIEW,SUDP,3,6,W,BD,5197,Apr,3,883
3743,Monday,DOWNSVIEW PARK,MUPAA,0,0,N,YU,5981,Apr,3,901
3744,Monday,KENNEDY,TUMVS,0,0,E,BD,5216,Apr,3,957
3745,Monday,COXWELL,SUUT,7,10,W,BD,5231,Apr,3,966
3746,Monday,OLD MILL,MUIS,0,0,E,BD,0,Apr,3,997
3747,Monday,SHEPPARD-YONGE,MUATC,3,5,N,YU,5716,Apr,3,1020
3748,Monday,RUNNYMEDE,MUPAA,0,0,E,BD,5216,Apr,3,1025
3749,Monday,LAWRENCE,MUATC,5,7,S,YU,5711,Apr,3,1040
3750,Monday,WARDEN,MUDD,4,7,E,BD,5150,Apr,3,1043
3751,Monday,BROADVIEW,SUO,0,0,E,BD,0,Apr,3,1058
3752,Monday,KENNEDY,TUMVS,0,0,E,BD,5216,Apr,3,1068
3753,Monday,DUNDAS,MUATC,0,0,S,YU,5711,Apr,3,1070
3754,Monday,ISLINGTON,MUSC,0,0,E,BD,5145,Apr,3,1098
3755,Monday,ISLINGTON,TUMVS,0,0,E,BD,5361,Apr,3,1138
3756,Monday,DOWNSVIEW PARK,SUDP,0,0,N,YU,6041,Apr,3,1324
3757,Monday,ST. GEORGE,SUO,0,0,E,BD,0,Apr,3,1373
3758,Monday,KENNEDY,MUTO,3,11,W,BD,5275,Apr,3,1383
3759,Monday,DUNDAS WEST,MUTO,4,12,W,BD,5107,Apr,3,24
3760,Monday,WILSON,SUAP,0,0,N,YU,5764,Apr,3,26
3761,Monday,DOWNSVIEW PARK,SUDP,6,11,S,YU,5991,Apr,3,79
3762,Monday,FINCH WEST,SUDP,0,0,S,YU,5515,Apr,3,91
3763,Tuesday,LAWRENCE EAST,MRPAA,0,0,N,SRT,3007,Apr,4,479
3764,Tuesday,DONLANDS,TUCC,3,0,W,BD,5220,Apr,4,351
3765,Tuesday,LAWRENCE EAST,ERTC,10,15,N,SRT,3017,Apr,4,1061
3766,Tuesday,MCCOWAN,ERDO,5,10,N,SRT,3017,Apr,4,1079
3767,Tuesday,GREENWOOD,MUO,7,12,E,BD,5132,Apr,4,356
3768,Tuesday,MCCOWAN,MRTO,5,10,S,SRT,3017,Apr,4,1110
3769,Tuesday,YORKDALE,PUOPO,0,0,S,YU,6096,Apr,4,358
3770,Tuesday,SHEPPARD-YONGE,PUOPO,4,6,S,YU,6106,Apr,4,404
3771,Tuesday,DONLANDS,PUTTC,3,6,E,BD,5114,Apr,4,417
3772,Tuesday,MAIN STREET,TUSC,0,0,W,BD,5282,Apr,4,422
3773,Tuesday,DONLANDS,PUTTC,0,0,E,BD,5220,Apr,4,425
3774,Tuesday,OSGOODE,PUOPO,0,0,N,YU,5651,Apr,4,433
3775,Tuesday,SHEPPARD-YONGE,SUPOL,16,18,N,YU,5821,Apr,4,477
3776,Tuesday,ST. GEORGE,MUPAA,0,0,S,YU,6076,Apr,4,489
3777,Tuesday,DONLANDS,PUTTC,4,7,E,BD,5211,Apr,4,507
3778,Tuesday,NORTH YORK CENTRE,PUOPO,3,5,S,YU,6021,Apr,4,521
3779,Tuesday,COLLEGE,MUIR,3,6,S,YU,5826,Apr,4,530
3780,Tuesday,BLOOR-YONGE,SUDP,4,6,N,YU,5521,Apr,4,597
3781,Tuesday,WELLESLEY,TUO,0,0,N,YU,5606,Apr,4,705
3782,Tuesday,QUEEN,SUAE,0,0,S,YU,5461,Apr,4,705
3783,Tuesday,QUEEN,SUAP,0,0,S,YU,5906,Apr,4,721
3784,Tuesday,QUEEN,SUO,0,0,N,YU,5906,Apr,4,759
3785,Tuesday,MAIN STREET,MUI,19,22,E,BD,5094,Apr,4,792
3786,Tuesday,VICTORIA PARK,PUMEL,0,0,E,BD,0,Apr,4,837
3787,Tuesday,MUSEUM,SUDP,6,8,S,YU,5751,Apr,4,953
3788,Tuesday,VICTORIA PARK,SUO,3,6,E,BD,5156,Apr,4,961
3789,Tuesday,QUEEN,MUIRS,0,0,N,YU,0,Apr,4,989
3790,Tuesday,KIPLING,MUPAA,0,0,E,BD,5290,Apr,4,992
3791,Tuesday,UNION,MUIRS,0,0,N,YU,0,Apr,4,1054
3792,Tuesday,BLOOR-YONGE,PUMEL,0,0,N,YU,0,Apr,4,1059
3793,Tuesday,OSSINGTON,MUTO,6,9,W,BD,5205,Apr,4,1087
3794,Tuesday,KEELE,TUSC,0,0,W,BD,5205,Apr,4,1101
3795,Tuesday,DONLANDS,MUIRS,0,0,E,BD,0,Apr,4,1116
3796,Tuesday,VICTORIA PARK,SUO,4,9,W,BD,5321,Apr,4,1118
3797,Tuesday,SPADINA,SUO,6,11,E,BD,5132,Apr,4,1186
3798,Tuesday,SPADINA,SUDP,6,11,N,YU,5451,Apr,4,1187
3799,Tuesday,ST. CLAIR WEST,SUAP,0,0,S,YU,0,Apr,4,1191
3800,Tuesday,ST. GEORGE,SUDP,0,0,W,BD,0,Apr,4,1194
3801,Tuesday,MUSEUM,MUPAA,4,7,S,YU,6011,Apr,4,1210
3802,Tuesday,BLOOR-YONGE,MUPAA,6,9,N,YU,5586,Apr,4,1213
3803,Tuesday,ST. CLAIR WEST,SUEAS,8,11,N,YU,5941,Apr,4,1235
3804,Tuesday,SHERBOURNE,SUAE,0,0,W,BD,5002,Apr,4,1245
3805,Tuesday,ST. CLAIR WEST,SUO,7,10,N,YU,5471,Apr,4,1255
3806,Tuesday,DUPONT,MUIS,0,0,S,YU,5911,Apr,4,16
3807,Tuesday,BLOOR-YONGE,SUAP,0,0,N,YU,5596,Apr,4,50
3808,Tuesday,DUNDAS,SUO,0,0,S,YU,0,Apr,4,54
3809,Tuesday,DUNDAS WEST,SUO,0,0,E,BD,5265,Apr,4,89
3810,Tuesday,SHEPPARD-YONGE,SUO,7,14,E,SHP,6166,Apr,4,486
3811,Tuesday,LESLIE,TUMVS,12,19,E,SHP,6191,Apr,4,1021
3812,Wednesday,FINCH,TUO,3,8,S,YU,6091,Apr,5,355
3813,Wednesday,JANE,MUWEA,0,0,E,BD,5306,Apr,5,378
3814,Wednesday,BAY,MUWEA,0,0,W,BD,5231,Apr,5,390
3815,Wednesday,DUNDAS WEST,MUSC,0,0,E,BD,5341,Apr,5,391
3816,Wednesday,FINCH WEST,MUPAA,3,8,S,YU,5536,Apr,5,400
3817,Wednesday,JANE,MUWEA,0,0,E,BD,5304,Apr,5,402
3818,Wednesday,RUNNYMEDE,PUSRA,3,5,W,BD,5316,Apr,5,433
3819,Wednesday,OSSINGTON,MUD,11,13,E,BD,5187,Apr,5,453
3820,Wednesday,BLOOR-YONGE,MUSC,0,0,E,BD,5190,Apr,5,462
3821,Wednesday,DUFFERIN,MUPR1,134,136,E,BD,5020,Apr,5,523
3822,Wednesday,VAUGHAN,TUNIP,5,8,S,YU,5816,Apr,5,523
3823,Wednesday,KEELE,MUPAA,0,0,E,BD,5242,Apr,5,532
3824,Wednesday,KIPLING,TUSC,0,0,W,BD,5131,Apr,5,536
3825,Wednesday,FINCH,PUOPO,0,0,S,YU,6071,Apr,5,543
3826,Wednesday,PAPE,SUDP,0,0,E,BD,0,Apr,5,569
3827,Wednesday,OSGOODE,SUO,0,0,S,YU,6021,Apr,5,586
3828,Wednesday,OSSINGTON,MUWEA,5,9,E,BD,5170,Apr,5,595
3829,Wednesday,PAPE,MUO,4,8,W,BD,5216,Apr,5,606
3830,Wednesday,BLOOR-YONGE,SUDP,3,6,S,YU,5396,Apr,5,608
3831,Wednesday,OSSINGTON,MUWEA,0,0,E,BD,5197,Apr,5,622
3832,Wednesday,NORTH YORK CENTRE,EUO,5,8,N,YU,5941,Apr,5,659
3833,Wednesday,YORK MILLS,MUSAN,4,7,S,YU,6031,Apr,5,671
3834,Wednesday,ISLINGTON,MUWEA,0,0,W,BD,5371,Apr,5,687
3835,Wednesday,QUEEN,MUSAN,3,6,S,YU,5966,Apr,5,715
3836,Wednesday,ST. GEORGE,SUO,0,0,N,YU,0,Apr,5,727
3837,Wednesday,BLOOR-YONGE,MUPLB,26,30,W,BD,5035,Apr,5,758
3838,Wednesday,BLOOR-YONGE,MUPLB,0,0,S,YU,5821,Apr,5,760
3839,Wednesday,OSGOODE,SUDP,15,18,N,YU,5411,Apr,5,810
3840,Wednesday,WILSON,MUTO,3,6,N,YU,5906,Apr,5,843
3841,Wednesday,YORK MILLS,SUAP,10,13,N,YU,5391,Apr,5,912
3842,Wednesday,ROYAL YORK,SUPOL,0,0,W,BD,5362,Apr,5,919
3843,Wednesday,KIPLING,MUIR,3,7,E,BD,5048,Apr,5,927
3844,Wednesday,BLOOR-YONGE,MUDD,6,10,W,BD,5300,Apr,5,946
3845,Wednesday,KEELE,MUIS,0,0,E,BD,0,Apr,5,972
3846,Wednesday,VAUGHAN,TUNIP,5,7,S,YU,5776,Apr,5,1036
3847,Wednesday,NORTH YORK CENTRE,SUUT,137,140,N,YU,5456,Apr,5,1039
3848,Wednesday,MAIN STREET,SUUT,7,10,W,BD,5103,Apr,5,1063
3849,Wednesday,KEELE,PUTD,5,9,E,BD,5197,Apr,5,1077
3850,Wednesday,FINCH WEST,SUO,0,0,N,YU,5766,Apr,5,1100
3851,Wednesday,YORKDALE,SUO,13,16,S,YU,5921,Apr,5,1116
3852,Wednesday,JANE,EUSC,0,0,E,BD,5031,Apr,5,1137
3853,Wednesday,WELLESLEY,MUPAA,3,5,N,YU,5981,Apr,5,1141
3854,Wednesday,QUEEN'S PARK,PUOPO,0,0,S,YU,5926,Apr,5,1154
3855,Wednesday,SHEPPARD-YONGE,MUATC,36,39,N,YU,5671,Apr,5,1185
3856,Wednesday,KEELE,SUO,0,0,E,BD,5333,Apr,5,1213
3857,Wednesday,DONLANDS,SUO,0,0,W,BD,0,Apr,5,1230
3858,Wednesday,DUNDAS,SUO,0,0,N,YU,0,Apr,5,1270
3859,Wednesday,WELLESLEY,SUDP,10,12,S,YU,6021,Apr,5,1300
3860,Wednesday,MAIN STREET,SUDP,4,9,E,YU,5164,Apr,5,1320
3861,Wednesday,SPADINA,MUIR,0,0,S,YU,5941,Apr,5,1352
3862,Wednesday,MUSEUM,SUEAS,8,13,S,YU,5546,Apr,5,1357
3863,Wednesday,PIONEER VILLAGE,MUO,0,0,N,YU,0,Apr,5,1380
3864,Wednesday,EGLINTON,SUO,0,0,N,YU,5511,Apr,5,1392
3865,Wednesday,OSGOODE,PUOPO,5,10,S,YU,5586,Apr,5,1398
3866,Wednesday,ST. PATRICK,SUDP,0,0,S,YU,5616,Apr,5,1434
3867,Wednesday,JANE,SUDP,5,13,E,BD,5042,Apr,5,25
3868,Wednesday,ST. CLAIR,SUUT,0,0,S,YU,6016,Apr,5,39
3869,Wednesday,SPADINA,MUIRS,9,14,N,BD,5986,Apr,5,63
3870,Wednesday,LESLIE,MUPAA,0,0,W,SHP,6181,Apr,5,1139
3871,Wednesday,BAYVIEW,SUUT,39,46,W,SHP,6191,Apr,5,1173
3872,Thursday,SPADINA,SUO,0,0,W,YU,0,Apr,6,137
3873,Thursday,ELLESMERE,SRUT,13,18,S,SRT,3026,Apr,6,597
3874,Thursday,KENNEDY,MRUIR,0,0,N,SRT,3017,Apr,6,704
3875,Thursday,YORK MILLS,MUATC,8,0,N,YU,5686,Apr,6,339
3876,Thursday,QUEEN,SUDP,5,8,N,YU,5866,Apr,6,385
3877,Thursday,CHESTER,TUSC,0,0,E,BD,5042,Apr,6,392
3878,Thursday,MAIN STREET,MUSC,0,0,W,BD,5190,Apr,6,415
3879,Thursday,WOODBINE,TUSC,0,0,W,BD,5297,Apr,6,440
3880,Thursday,LAWRENCE WEST,SUDP,5,8,S,YU,5766,Apr,6,497
3881,Thursday,CHESTER,MUIR,3,5,W,BD,5362,Apr,6,514
3882,Thursday,WOODBINE,MUSC,0,0,W,BD,5190,Apr,6,524
3883,Thursday,DONLANDS,EUYRD,6,8,E,BD,5352,Apr,6,590
3884,Thursday,PAPE,MUIR,16,18,E,BD,5300,Apr,6,602
3885,Thursday,KIPLING,TUSC,0,0,W,BD,5052,Apr,6,634
3886,Thursday,DAVISVILLE,SUUT,8,11,N,YU,5846,Apr,6,681
3887,Thursday,VICTORIA PARK,SUDP,7,11,W,BD,5239,Apr,6,697
3888,Thursday,KING,SUDP,0,0,S,YU,5891,Apr,6,713
3889,Thursday,KENNEDY,SUDP,4,8,W,BD,5220,Apr,6,714
3890,Thursday,COXWELL,TUSC,0,0,W,BD,5288,Apr,6,778
3891,Thursday,EGLINTON WEST,MUIS,0,0,E,YU,0,Apr,6,796
3892,Thursday,OLD MILL,TUOS,0,0,E,BD,5080,Apr,6,852
3893,Thursday,VICTORIA PARK,SUDP,0,0,W,BD,5304,Apr,6,853
3894,Thursday,BLOOR-YONGE,TUSC,0,0,E,BD,5275,Apr,6,871
3895,Thursday,EGLINTON,SUDP,3,6,N,YU,5586,Apr,6,990
3896,Thursday,LAWRENCE,SUDP,3,5,S,YU,5406,Apr,6,1022
3897,Thursday,KIPLING,SUDP,0,0,W,BD,0,Apr,6,1032
3898,Thursday,GREENWOOD,MUPAA,0,0,E,BD,5293,Apr,6,1032
3899,Thursday,QUEEN'S PARK,PUOPO,4,6,S,YU,5981,Apr,6,1055
3900,Thursday,SHEPPARD-YONGE,PUOPO,4,6,N,YU,6091,Apr,6,1064
3901,Thursday,DAVISVILLE,MUPAA,7,9,S,YU,5761,Apr,6,1083
3902,Thursday,YORKDALE,SUROB,0,0,N,YU,6051,Apr,6,1147
3903,Thursday,KEELE,PUSTS,0,0,E,BD,5139,Apr,6,1155
3904,Thursday,KENNEDY,MUO,5,10,W,BD,5052,Apr,6,1206
3905,Thursday,SHEPPARD WEST,SUUT,0,0,S,YU,0,Apr,6,1206
3906,Thursday,DUNDAS WEST,MUDD,8,13,E,BD,5237,Apr,6,1223
3907,Thursday,ST. GEORGE,SUDP,9,14,E,BD,5125,Apr,6,1231
3908,Thursday,VICTORIA PARK,SUO,25,30,W,BD,5002,Apr,6,1247
3909,Thursday,WARDEN,MUI,27,35,W,BD,5002,Apr,6,1269
3910,Thursday,SUMMERHILL,SUDP,10,13,S,YU,5791,Apr,6,1301
3911,Thursday,EGLINTON,SUDP,3,8,S,YU,5556,Apr,6,1345
3912,Thursday,ST. PATRICK,SUDP,17,22,N,YU,5466,Apr,6,1354
3913,Thursday,COXWELL,MUIS,0,0,W,BD,0,Apr,6,1380
3914,Thursday,BLOOR-YONGE,MUIS,0,0,N,YU,0,Apr,6,1396
3915,Thursday,OSGOODE,MUPAA,0,0,S,YU,5921,Apr,6,76
3916,Thursday,ROSEDALE,MUPAA,0,0,N,YU,5896,Apr,6,103
3917,Thursday,SHEPPARD-YONGE,TUSC,0,0,W,SHP,6161,Apr,6,611
3918,Friday,VAUGHAN,SUDP,13,19,S,YU,6006,Apr,7,145
3919,Friday,OSSINGTON,PUTWZ,0,0,E,BD,0,Apr,7,189
3920,Friday,KEELE,SUG,5,10,W,BD,5097,Apr,7,350
3921,Friday,GREENWOOD,TUO,5,11,E,BD,5238,Apr,7,370
3922,Friday,WILSON,MUATC,8,0,N,YU,5646,Apr,7,394
3923,Friday,ROYAL YORK,MUPAA,0,0,E,BD,5141,Apr,7,430
3924,Friday,KIPLING,SUDP,13,17,E,BD,5335,Apr,7,439
3925,Friday,ST. GEORGE,MUI,12,16,E,BD,5245,Apr,7,467
3926,Friday,KIPLING,MUTO,5,9,E,BD,5114,Apr,7,524
3927,Friday,WARDEN,SUUT,8,12,E,BD,5335,Apr,7,586
3928,Friday,SHERBOURNE,SUO,4,8,E,BD,5198,Apr,7,594
3929,Friday,DUFFERIN,SUDP,10,14,E,BD,5018,Apr,7,651
3930,Friday,OSSINGTON,MUSC,0,0,E,BD,5198,Apr,7,657
3931,Friday,ST. CLAIR WEST,SUDP,0,0,N,YU,5591,Apr,7,670
3932,Friday,WILSON,TUNIP,4,8,S,YU,5956,Apr,7,672
3933,Friday,BLOOR-YONGE,SUUT,3,7,S,YU,5711,Apr,7,718
3934,Friday,SPADINA,SUDP,5,9,W,BD,5321,Apr,7,744
3935,Friday,FINCH,SUDP,3,7,S,YU,6001,Apr,7,753
3936,Friday,DUNDAS,SUO,0,0,N,YU,0,Apr,7,782
3937,Friday,COLLEGE,SUO,0,0,S,YU,5611,Apr,7,786
3938,Friday,QUEEN,MUIRS,0,0,S,YU,0,Apr,7,799
3939,Friday,VICTORIA PARK,SUO,5,9,E,BD,5335,Apr,7,823
3940,Friday,FINCH,TUNIP,3,7,S,YU,5896,Apr,7,832
3941,Friday,LANSDOWNE,SUDP,0,0,E,BD,0,Apr,7,845
3942,Friday,WELLESLEY,MUPAA,16,20,S,YU,5526,Apr,7,884
3943,Friday,BLOOR-YONGE,MUPAA,0,0,N,YU,5551,Apr,7,1012
3944,Friday,WARDEN,MUO,3,7,E,BD,5335,Apr,7,1044
3945,Friday,EGLINTON,MUPAA,0,0,S,YU,5956,Apr,7,1187
3946,Friday,KIPLING,TUKEY,5,10,E,BD,5239,Apr,7,1211
3947,Friday,KIPLING,MUSAN,5,10,E,BD,5315,Apr,7,1216
3948,Friday,LANSDOWNE,MUIRS,0,0,W,BD,5239,Apr,7,1264
3949,Friday,QUEEN,MUIS,0,0,S,YU,0,Apr,7,1367
3950,Friday,QUEEN,MUIS,0,0,N,YU,0,Apr,7,1377
3951,Friday,ROYAL YORK,SUDP,0,0,W,BD,5135,Apr,7,1403
3952,Friday,ROYAL YORK,SUO,3,9,E,BD,5132,Apr,7,34
3953,Friday,COLLEGE,MUIS,0,0,N,YU,0,Apr,7,91
3954,Saturday,MCCOWAN,MRO,9,15,S,SRT,3012,Apr,8,413
3955,Saturday,KEELE,SUG,6,12,W,BD,5302,Apr,8,331
3956,Saturday,ST. PATRICK,MUNOA,4,0,S,YU,0,Apr,8,338
3957,Saturday,KEELE,PUSTS,46,51,W,BD,5297,Apr,8,343
3958,Saturday,WELLESLEY,SUUT,26,32,S,YU,5626,Apr,8,370
3959,Saturday,WELLESLEY,MUO,36,0,S,YU,5626,Apr,8,372
3960,Saturday,NORTH YORK CENTRE,MUIR,8,14,S,YU,5416,Apr,8,441
3961,Saturday,OLD MILL,MUSC,0,0,E,BD,5108,Apr,8,488
3962,Saturday,SHEPPARD-YONGE,SUUT,7,15,N,YU,6031,Apr,8,495
3963,Saturday,SHEPPARD-YONGE,PUSCR,7,13,S,YU,5581,Apr,8,523
3964,Saturday,VAUGHAN,SUO,6,12,S,YU,5651,Apr,8,592
3965,Saturday,CHESTER,TUSC,0,0,E,BD,5108,Apr,8,607
3966,Saturday,YORK MILLS,PUOPO,7,11,S,YU,5991,Apr,8,672
3967,Saturday,LAWRENCE,PUOPO,4,8,S,YU,5991,Apr,8,681
3968,Saturday,YORK MILLS,MUATC,7,11,N,YU,5651,Apr,8,682
3969,Saturday,RUNNYMEDE,MUSC,0,0,W,BD,5110,Apr,8,865
3970,Saturday,BLOOR-YONGE,MUPAA,3,7,S,YU,5581,Apr,8,876
3971,Saturday,ST. CLAIR WEST,MUPAA,3,7,S,YU,5461,Apr,8,912
3972,Saturday,ST. CLAIR WEST,SUDP,0,0,N,YU,5581,Apr,8,1052
3973,Saturday,BLOOR-YONGE,SUDP,3,7,S,YU,5832,Apr,8,1074
3974,Saturday,OSGOODE,PUSRA,5,9,S,YU,5961,Apr,8,1095
3975,Saturday,HIGH PARK,MUPAA,0,0,W,BD,5270,Apr,8,1113
3976,Saturday,DUPONT,MUPAA,5,10,S,YU,5921,Apr,8,1201
3977,Saturday,SHEPPARD WEST,MUIR,3,8,N,YU,5856,Apr,8,1284
3978,Saturday,KENNEDY,MUTO,3,9,W,BD,5142,Apr,8,1373
3979,Saturday,KENNEDY,TUO,6,12,E,BD,3111,Apr,8,1387
3980,Saturday,QUEEN'S PARK,SUDP,0,0,S,YU,0,Apr,8,1404
3981,Saturday,COLLEGE,SUDP,3,9,N,YU,5586,Apr,8,1424
3982,Saturday,SPADINA,MUIS,0,0,E,BD,0,Apr,8,1429
3983,Saturday,ST. GEORGE,SUDP,0,0,S,YU,5801,Apr,8,1430
3984,Saturday,VICTORIA PARK,EUDO,9,15,W,BD,5262,Apr,8,15
3985,Saturday,SPADINA,MUDD,3,9,E,BD,5342,Apr,8,50
3986,Saturday,LANSDOWNE,SUUT,15,21,E,BD,5269,Apr,8,66
3987,Saturday,BLOOR-YONGE,MUPAA,5,11,S,YU,5696,Apr,8,86
3988,Saturday,BLOOR-YONGE,MUO,5,11,S,YU,5601,Apr,8,90
3989,Saturday,KEELE,MUIRS,0,0,E,BD,0,Apr,8,94
3990,Saturday,FINCH,MUIS,0,0,S,YU,6096,Apr,8,102
3991,Saturday,DON MILLS,MUCL,3,0,W,SHP,6196,Apr,8,345
3992,Saturday,BESSARION,MUCL,10,0,E,SHP,6186,Apr,8,347
3993,Saturday,SHEPPARD-YONGE,SUDP,0,0,E,SHP,6191,Apr,8,1082
3994,Sunday,MCCOWAN,TRO,7,14,S,SRT,3008,Apr,9,493
3995,Sunday,KENNEDY,ERTC,9,14,N,SRT,3001,Apr,9,535
3996,Sunday,KIPLING,SUG,4,8,E,BD,5342,Apr,9,494
3997,Sunday,KENNEDY,ERDO,4,9,N,SRT,3021,Apr,9,816
3998,Sunday,ROSEDALE,PUOPO,0,0,N,YU,5496,Apr,9,527
3999,Sunday,KENNEDY,ERTC,4,10,N,SRT,3021,Apr,9,1095
4000,Sunday,MAIN STREET,EUNT,4,8,W,BD,5005,Apr,9,631
4001,Sunday,MCCOWAN,ERTC,6,12,N,SRT,3001,Apr,9,19
4002,Sunday,JANE,EUSC,0,0,E,BD,5050,Apr,9,633
4003,Sunday,FINCH,EUBK,4,8,S,YU,5926,Apr,9,802
4004,Sunday,JANE,EUSC,0,0,E,BD,5050,Apr,9,847
4005,Sunday,KENNEDY,TUMVS,0,0,E,BD,5247,Apr,9,853
4006,Sunday,DUNDAS,TUO,0,0,S,YU,5901,Apr,9,901
4007,Sunday,MUSEUM,MUATC,0,0,S,YU,5436,Apr,9,980
4008,Sunday,DUFFERIN,SUO,0,0,E,BD,5195,Apr,9,1030
4009,Sunday,QUEEN,MUPAA,0,0,N,YU,6086,Apr,9,1090
4010,Sunday,WILSON,MUPAA,3,9,N,YU,5416,Apr,9,1222
4011,Sunday,PAPE,SUO,0,0,W,BD,0,Apr,9,1262
4012,Sunday,BROADVIEW,SUO,10,16,W,BD,5242,Apr,9,1284
4013,Sunday,BLOOR-YONGE,SUO,0,0,N,YU,5531,Apr,9,1427
4014,Sunday,ST. PATRICK,MUIS,0,0,N,YU,0,Apr,9,1432
4015,Sunday,WARDEN,EUDO,9,15,W,BD,5358,Apr,9,25
4016,Sunday,NORTH YORK CENTRE,SUDP,4,10,N,YU,5436,Apr,9,29
4017,Sunday,DUNDAS,SUDP,0,0,S,YU,0,Apr,9,35
4018,Sunday,BLOOR-YONGE,TUSC,0,0,E,BD,5328,Apr,9,100
4019,Sunday,SHEPPARD-YONGE,SUDP,3,10,E,SHP,6156,Apr,9,8
4020,Sunday,BAYVIEW,SUDP,7,14,E,SHP,6186,Apr,9,64
4021,Monday,GREENWOOD,SUUT,0,0,W,BD,0,Apr,10,210
4022,Monday,KEELE,EUSC,3,0,W,BD,5041,Apr,10,342
