,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Month,DayOfMonth,Time
0,Sunday,MUSEUM,MUPAA,3,9,S,YU,5931,Jan,1,142
1,Sunday,KIPLING,MUIS,0,0,E,BD,5341,Jan,1,150
2,Sunday,WARDEN,SUO,0,0,W,BD,0,Jan,1,153
3,Sunday,VAUGHAN,TUNOA,6,12,S,YU,5451,Jan,1,482
4,Sunday,GREENWOOD,MUNOA,5,10,E,BD,0,Jan,1,491
5,Sunday,ROYAL YORK,EUSC,0,0,W,BD,5031,Jan,1,493
6,Sunday,KEELE,TUNOA,5,10,W,BD,0,Jan,1,495
7,Sunday,GREENWOOD,TUNOA,5,10,E,BD,0,Jan,1,496
8,Sunday,DONLANDS,TUNOA,4,8,W,BD,0,Jan,1,499
9,Sunday,GREENWOOD,TUNOA,5,10,E,BD,0,Jan,1,501
10,Sunday,EGLINTON,SUG,6,12,S,YU,5771,Jan,1,504
11,Sunday,GREENWOOD,TUNOA,4,8,E,BD,0,Jan,1,511
12,Sunday,EGLINTON,TUNOA,6,12,N,YU,6131,Jan,1,518
13,Sunday,SHEPPARD WEST,TUNOA,6,12,N,YU,5851,Jan,1,524
14,Sunday,EGLINTON,PUSRA,4,8,S,YU,5851,Jan,1,654
15,Sunday,DONLANDS,TUNIP,3,7,W,BD,5077,Jan,1,714
16,Sunday,DUNDAS WEST,MUPAA,0,0,E,BD,5068,Jan,1,810
17,Sunday,DAVISVILLE,SUDP,4,8,N,YU,5546,Jan,1,879
18,Sunday,ROYAL YORK,EUSC,0,0,E,BD,5031,Jan,1,921
19,Sunday,PIONEER VILLAGE,MUSAN,5,9,S,YU,5636,Jan,1,955
20,Sunday,SHEPPARD WEST,SUDP,6,10,S,YU,5451,Jan,1,973
21,Sunday,ROYAL YORK,EUSC,0,0,W,BD,5031,Jan,1,1027
22,Sunday,GREENWOOD,SUDP,9,13,W,BD,5371,Jan,1,1047
23,Sunday,ST. GEORGE,MUPAA,5,10,N,YU,5851,Jan,1,1139
24,Sunday,BATHURST,SUSP,5,9,W,BD,5371,Jan,1,1170
25,Sunday,BLOOR-YONGE,SUDP,3,8,E,BD,5056,Jan,1,1237
26,Sunday,KENNEDY,EUVA,6,12,W,BD,5141,Jan,1,1317
27,Sunday,UNION,SUDP,14,20,N,YU,6086,Jan,1,1339
28,Sunday,KIPLING,MUIR,6,12,E,BD,5135,Jan,1,1399
29,Sunday,LAWRENCE,TUOS,0,0,N,YU,5991,Jan,1,80
30,Sunday,FINCH,MUIRS,0,0,S,YU,0,Jan,1,114
31,Monday,VAUGHAN,SUDP,0,0,S,YU,5801,Jan,2,130
32,Monday,VAUGHAN,SUDP,0,0,S,YU,5976,Jan,2,145
33,Monday,MCCOWAN,ERPR,10,15,N,SRT,3003,Jan,2,1363
34,Monday,HIGHWAY 407,SUDP,12,18,N,YU,5526,Jan,2,150
35,Monday,ISLINGTON,MUPAA,3,7,W,BD,5031,Jan,2,566
36,Monday,WILSON,TUNIP,5,9,S,YU,5636,Jan,2,589
37,Monday,EGLINTON,SUDP,3,9,S,YU,5556,Jan,2,618
38,Monday,EGLINTON WEST,SUO,5,9,N,YU,5456,Jan,2,722
39,Monday,MUSEUM,SUDP,13,17,S,YU,5816,Jan,2,796
40,Monday,BLOOR-YONGE,MUIS,0,0,S,YU,0,Jan,2,820
41,Monday,KIPLING,MUTO,6,10,E,BD,5142,Jan,2,876
42,Monday,BLOOR-YONGE,MUPAA,3,7,S,YU,5556,Jan,2,943
43,Monday,WARDEN,PUSNT,5,9,E,BD,5135,Jan,2,991
44,Monday,FINCH,MUSAN,4,8,S,YU,5501,Jan,2,1038
45,Monday,CHRISTIE,MUIRS,6,11,E,BD,5135,Jan,2,1074
46,Monday,ROYAL YORK,EUSC,0,0,W,BD,5031,Jan,2,1082
47,Monday,DUNDAS,MUIRS,0,0,N,YU,0,Jan,2,1131
48,Monday,COLLEGE,MUPAA,3,9,N,YU,5516,Jan,2,1175
49,Monday,KENNEDY,TUMVS,5,10,E,BD,5341,Jan,2,1194
50,Monday,SPADINA,SUUT,6,11,E,BD,5323,Jan,2,1242
51,Monday,QUEEN,MUSAN,6,12,S,YU,5756,Jan,2,1261
52,Monday,SUMMERHILL,SUDP,4,10,N,YU,6136,Jan,2,1286
53,Monday,ROYAL YORK,PUSTS,3,8,E,BD,5139,Jan,2,1300
54,Monday,OLD MILL,PUSTS,0,0,E,BD,5323,Jan,2,1336
55,Monday,DUFFERIN,SUDP,0,0,W,BD,5151,Jan,2,1350
56,Monday,WELLESLEY,MUPAA,0,0,N,YU,5566,Jan,2,1381
57,Monday,BLOOR-YONGE,SUAP,14,20,S,YU,5536,Jan,2,1425
58,Monday,BLOOR-YONGE,SUDP,0,0,E,BD,5313,Jan,2,1436
59,Monday,DUFFERIN,SUUT,14,20,E,BD,5102,Jan,2,57
60,Monday,SHEPPARD-YONGE,MUPLB,76,81,E,SHP,6166,Jan,2,37
61,Tuesday,LAWRENCE EAST,TRTC,5,10,S,SRT,3012,Jan,3,932
62,Tuesday,KENNEDY,EUDO,5,10,W,BD,5116,Jan,3,377
63,Tuesday,DOWNSVIEW PARK,MUATC,12,18,N,YU,5466,Jan,3,377
64,Tuesday,ROYAL YORK,EUSC,0,0,E,BD,5012,Jan,3,393
65,Tuesday,NORTH YORK CENTRE,PUOPO,3,6,S,YU,5736,Jan,3,402
66,Tuesday,FINCH,PUOPO,0,0,S,YU,5741,Jan,3,403
67,Tuesday,SHEPPARD-YONGE,PUOPO,5,8,S,YU,5736,Jan,3,408
68,Tuesday,NORTH YORK CENTRE,PUOPO,5,8,S,YU,5741,Jan,3,408
69,Tuesday,DUNDAS,EUNT,6,9,S,YU,5796,Jan,3,582
70,Tuesday,BLOOR-YONGE,MUIS,0,0,S,YU,0,Jan,3,630
71,Tuesday,VICTORIA PARK,MUIS,0,0,W,BD,0,Jan,3,725
72,Tuesday,EGLINTON,SUDP,5,8,S,YU,5786,Jan,3,763
73,Tuesday,KEELE,SUO,0,0,E,BD,5128,Jan,3,870
74,Tuesday,VAUGHAN,MUI,3,6,S,YU,6106,Jan,3,916
75,Tuesday,EGLINTON,EUDO,3,6,S,YU,5641,Jan,3,950
76,Tuesday,NORTH YORK CENTRE,PUOPO,5,8,S,YU,5886,Jan,3,1043
77,Tuesday,COXWELL,EUME,5,8,E,BD,5010,Jan,3,1050
78,Tuesday,SHEPPARD-YONGE,PUOPO,3,6,S,YU,5886,Jan,3,1050
79,Tuesday,EGLINTON,MUIR,3,6,N,YU,5866,Jan,3,1074
80,Tuesday,RUNNYMEDE,MUIR,5,8,W,BD,5351,Jan,3,1076
81,Tuesday,BLOOR-YONGE,SUDP,0,0,E,BD,0,Jan,3,1082
82,Tuesday,BLOOR-YONGE,SUO,0,0,S,YU,6016,Jan,3,1083
83,Tuesday,CASTLE FRANK,SUDP,3,6,W,BD,5158,Jan,3,1090
84,Tuesday,DUNDAS WEST,MUI,15,18,W,BD,5348,Jan,3,1134
85,Tuesday,SHEPPARD-YONGE,MUATC,6,9,S,YU,5406,Jan,3,1137
86,Tuesday,UNION,MUIR,15,18,N,YU,5506,Jan,3,1154
87,Tuesday,HIGHWAY 407,MUATC,5,8,S,YU,5866,Jan,3,1181
88,Tuesday,EGLINTON,TUO,4,7,S,YU,5406,Jan,3,1228
89,Tuesday,EGLINTON,MUATC,0,0,S,YU,5481,Jan,3,1245
90,Tuesday,EGLINTON WEST,SUDP,0,0,N,YU,5446,Jan,3,1329
91,Tuesday,BLOOR-YONGE,SUAP,3,7,E,BD,5142,Jan,3,1348
92,Tuesday,EGLINTON,TUOS,0,0,S,YU,5481,Jan,3,1400
93,Tuesday,OSGOODE,PUOPO,5,10,S,YU,6136,Jan,3,1404
94,Tuesday,QUEEN'S PARK,MUIRS,0,0,S,YU,5761,Jan,3,30
95,Wednesday,KENNEDY,ERTC,7,12,S,SRT,3001,Jan,4,551
96,Wednesday,KENNEDY,MRTO,8,13,S,SRT,3001,Jan,4,617
97,Wednesday,SCARBOROUGH CENTRE,MRD,6,11,N,SRT,3009,Jan,4,1151
98,Wednesday,GREENWOOD,EUNT,3,6,E,BD,5161,Jan,4,403
99,Wednesday,BAY,SUO,0,0,W,BD,5106,Jan,4,412
100,Wednesday,BLOOR-YONGE,SUAP,0,0,E,BD,0,Jan,4,414
101,Wednesday,ISLINGTON,MUDD,6,9,W,BD,5139,Jan,4,427
102,Wednesday,COXWELL,MUIRS,0,0,W,BD,0,Jan,4,439
103,Wednesday,DUFFERIN,SUDP,3,6,E,BD,5286,Jan,4,452
104,Wednesday,CHESTER,MUTO,8,11,W,BD,5031,Jan,4,459
105,Wednesday,PAPE,MUPAA,0,0,E,BD,5105,Jan,4,552
106,Wednesday,BLOOR-YONGE,MUO,4,7,E,BD,5358,Jan,4,560
107,Wednesday,ROYAL YORK,EUSC,0,0,W,BD,5031,Jan,4,590
108,Wednesday,OSGOODE,SUDP,4,7,S,YU,6086,Jan,4,629
109,Wednesday,NORTH YORK CENTRE,MUIS,0,0,S,YU,0,Jan,4,714
110,Wednesday,PAPE,MUIR,6,9,E,YU,5128,Jan,4,742
111,Wednesday,ROYAL YORK,MUSC,0,0,W,BD,5031,Jan,4,791
112,Wednesday,SHEPPARD-YONGE,SUDP,4,7,N,YU,5861,Jan,4,806
113,Wednesday,PAPE,SUDP,14,17,E,BD,5161,Jan,4,811
114,Wednesday,YORK MILLS,SUDP,18,21,S,YU,5556,Jan,4,818
115,Wednesday,DAVISVILLE,SUO,0,0,N,YU,5466,Jan,4,826
116,Wednesday,WARDEN,MUIS,0,0,W,BD,5155,Jan,4,877
117,Wednesday,COLLEGE,MUPAA,3,6,N,YU,5776,Jan,4,904
118,Wednesday,QUEEN,SUUT,7,10,S,YU,5811,Jan,4,908
119,Wednesday,CHRISTIE,SUDP,5,8,E,BD,5066,Jan,4,935
120,Wednesday,DAVISVILLE,MUPAA,0,0,N,YU,6076,Jan,4,991
121,Wednesday,WOODBINE,EUDO,5,8,W,BD,5010,Jan,4,1004
122,Wednesday,KIPLING,MUDD,3,6,E,BD,5195,Jan,4,1006
123,Wednesday,BLOOR-YONGE,SUO,0,0,N,YU,5566,Jan,4,1013
124,Wednesday,BLOOR-YONGE,SUDP,0,0,W,BD,5068,Jan,4,1015
125,Wednesday,BROADVIEW,EUDO,3,6,E,BD,5195,Jan,4,1036
126,Wednesday,LAWRENCE WEST,MUATC,17,20,N,YU,5481,Jan,4,1056
127,Wednesday,SPADINA,SUDP,5,8,W,BD,5360,Jan,4,1065
128,Wednesday,EGLINTON,MUI,10,13,S,YU,5561,Jan,4,1066
129,Wednesday,SPADINA,SUUT,27,30,E,BD,5012,Jan,4,1126
130,Wednesday,ST. GEORGE,MUPAA,0,0,W,BD,5102,Jan,4,1128
131,Wednesday,SPADINA,SUUT,24,27,S,BD,5411,Jan,4,1132
132,Wednesday,WARDEN,TUMVS,0,0,W,BD,5089,Jan,4,1159
133,Wednesday,BLOOR-YONGE,MUPAA,4,7,N,YU,5646,Jan,4,1224
134,Wednesday,MUSEUM,SUEAS,9,12,S,YU,6131,Jan,4,1248
135,Wednesday,KENNEDY,EUO,4,8,W,BD,5211,Jan,4,1286
136,Wednesday,WARDEN,SUDP,3,6,E,BD,5190,Jan,4,1292
137,Wednesday,ST. CLAIR,EUOE,5,10,S,YU,5701,Jan,4,1312
138,Wednesday,QUEEN,SUUT,6,9,S,YU,5901,Jan,4,1315
139,Wednesday,LANSDOWNE,SUDP,8,13,E,BD,5161,Jan,4,7
140,Wednesday,MUSEUM,MUPAA,6,11,S,YU,5486,Jan,4,40
141,Wednesday,BAYVIEW,MUSAN,5,10,E,SHP,6156,Jan,4,760
142,Thursday,ISLINGTON,MUPAA,0,0,W,BD,5191,Jan,5,143
143,Thursday,KENNEDY,ERCD,10,15,S,SRT,3026,Jan,5,599
144,Thursday,MIDLAND,ERTC,15,20,S,SRT,3004,Jan,5,1004
145,Thursday,DONLANDS,PUTWZ,3,6,E,BD,5085,Jan,5,287
146,Thursday,LAWRENCE EAST,ERDO,5,10,N,SRT,3023,Jan,5,1213
147,Thursday,LAWRENCE,PUSAC,4,0,S,YU,5506,Jan,5,302
148,Thursday,ROYAL YORK,PUSTS,6,9,W,BD,5062,Jan,5,384
149,Thursday,DUFFERIN,MUPAA,0,0,E,BD,5131,Jan,5,461
150,Thursday,ST. PATRICK,MUO,3,5,S,YU,5621,Jan,5,470
151,Thursday,ISLINGTON,PUSTC,6,9,E,BD,5025,Jan,5,649
152,Thursday,DUPONT,SUDP,4,7,S,YU,5525,Jan,5,693
153,Thursday,ST. GEORGE,SUO,0,0,W,BD,5137,Jan,5,745
154,Thursday,YORKDALE,PUOPO,6,9,N,YU,5436,Jan,5,746
155,Thursday,ST. GEORGE,SUO,0,0,N,YU,5741,Jan,5,747
156,Thursday,WILSON,PUOPO,3,6,N,YU,5436,Jan,5,756
157,Thursday,COXWELL,TUNIP,3,6,E,BD,5128,Jan,5,782
158,Thursday,ISLINGTON,SUDP,3,6,E,BD,5203,Jan,5,793
159,Thursday,RUNNYMEDE,SUO,0,0,W,BD,5021,Jan,5,837
160,Thursday,MUSEUM,MUPAA,3,6,N,YU,6081,Jan,5,842
161,Thursday,MAIN STREET,EUNT,3,6,E,BD,5025,Jan,5,903
162,Thursday,SHEPPARD WEST,MUPAA,0,0,S,YU,5866,Jan,5,962
163,Thursday,CHRISTIE,SUDP,4,7,E,BD,5324,Jan,5,970
164,Thursday,MAIN STREET,MUSC,0,0,W,BD,5219,Jan,5,1109
165,Thursday,KENNEDY,SUDP,4,8,W,BD,5178,Jan,5,1160
166,Thursday,LAWRENCE,SUDP,6,9,N,YU,5421,Jan,5,1185
167,Thursday,EGLINTON,MUATC,5,8,S,YU,5481,Jan,5,1212
168,Thursday,LAWRENCE,SUDP,6,9,S,YU,0,Jan,5,1216
169,Thursday,KENNEDY,MUI,4,8,E,BD,5318,Jan,5,1389
170,Thursday,UNION,SUDP,7,12,N,YU,6126,Jan,5,1394
171,Thursday,YORK MILLS,MUIS,0,0,N,YU,5076,Jan,5,1
172,Thursday,GREENWOOD,SUDP,0,0,E,BD,5190,Jan,5,56
173,Thursday,ROYAL YORK,PUTSC,5,10,W,BD,5358,Jan,5,81
174,Thursday,KIPLING,PUSTC,6,11,E,BD,5032,Jan,5,98
175,Thursday,SHEPPARD-YONGE,MUTD,0,0,W,SHP,6186,Jan,5,535
176,Friday,MIDLAND,ERDO,3,8,S,SRT,0,Jan,6,649
177,Friday,LAWRENCE EAST,MRTO,11,16,N,SRT,3007,Jan,6,665
178,Friday,DUFFERIN,SUO,0,0,W,BD,5180,Jan,6,377
179,Friday,EGLINTON WEST,MUIR,6,9,N,YU,5636,Jan,6,399
180,Friday,MIDLAND,ERDO,3,8,N,SRT,3012,Jan,6,975
181,Friday,FINCH,EUBK,3,6,S,YU,5761,Jan,6,430
182,Friday,ISLINGTON,MUD,0,0,W,BD,5270,Jan,6,504
183,Friday,BATHURST,MUDD,0,0,W,BD,5351,Jan,6,505
184,Friday,DUFFERIN,MUPAA,0,0,E,BD,5058,Jan,6,518
185,Friday,LAWRENCE,EUDO,7,10,S,YU,5666,Jan,6,559
186,Friday,WARDEN,SUUT,13,16,W,BD,5297,Jan,6,606
187,Friday,SHEPPARD-YONGE,MUPAA,3,6,N,YU,5466,Jan,6,624
188,Friday,DUFFERIN,SUDP,8,11,E,BD,5170,Jan,6,643
189,Friday,KENNEDY,SUO,3,6,W,BD,5195,Jan,6,684
190,Friday,UNION,SUUT,13,16,N,YU,6011,Jan,6,711
191,Friday,HIGH PARK,MUPAA,0,0,W,BD,5021,Jan,6,797
192,Friday,ST. CLAIR WEST,SUO,0,0,S,YU,5586,Jan,6,800
193,Friday,BLOOR-YONGE,MUIS,0,0,S,YU,0,Jan,6,833
194,Friday,KIPLING,MUIR,3,6,E,BD,5029,Jan,6,855
195,Friday,DUPONT,MUPAA,0,0,S,YU,5526,Jan,6,942
196,Friday,GLENCAIRN,PUOPO,6,8,S,YU,6061,Jan,6,945
197,Friday,EGLINTON WEST,PUOPO,3,5,S,YU,6061,Jan,6,953
198,Friday,ST. GEORGE,MUPAA,0,0,S,YU,6101,Jan,6,1009
199,Friday,DOWNSVIEW PARK,SUAP,16,20,N,YU,5931,Jan,6,1018
200,Friday,EGLINTON,PUOPO,3,6,S,YU,5581,Jan,6,1036
201,Friday,OSSINGTON,MUDD,14,17,E,BD,5122,Jan,6,1065
202,Friday,PIONEER VILLAGE,SUAP,38,40,N,YU,5741,Jan,6,1087
203,Friday,SHEPPARD WEST,MUIR,8,10,N,YU,5581,Jan,6,1098
204,Friday,ST. GEORGE,MUPAA,4,6,S,YU,6111,Jan,6,1137
205,Friday,QUEEN,PUMEL,0,0,N,YU,0,Jan,6,1164
206,Friday,SHEPPARD WEST,SUUT,4,7,N,YU,5541,Jan,6,1192
207,Friday,OSGOODE,MUATC,9,12,S,YU,5606,Jan,6,1197
208,Friday,KEELE,SUO,7,11,W,BD,5313,Jan,6,1348
209,Friday,KENNEDY,MUPAA,0,0,W,BD,5000,Jan,6,1406
210,Friday,SHEPPARD-YONGE,MUSC,0,0,E,SHP,6191,Jan,6,1035
211,Friday,SHEPPARD-YONGE,MUSC,0,0,E,SHP,6181,Jan,6,1316
212,Friday,BAYVIEW,MUSC,0,0,E,SHP,6146,Jan,6,1335
213,Saturday,KIPLING,MUO,0,0,W,BD,0,Jan,7,339
214,Saturday,QUEEN,SUDP,19,25,S,YU,5436,Jan,7,362
215,Saturday,KENNEDY,MUI,5,10,W,BD,5084,Jan,7,548
216,Saturday,FINCH,MUPAA,6,12,S,YU,5981,Jan,7,573
217,Saturday,FINCH,MUIR,6,12,S,YU,5981,Jan,7,575
218,Saturday,ISLINGTON,MUPAA,0,0,E,YU,5172,Jan,7,809
219,Saturday,EGLINTON,MUPAA,0,0,N,YU,5646,Jan,7,899
220,Saturday,SHEPPARD WEST,MUATC,4,8,S,YU,5926,Jan,7,958
221,Saturday,BROADVIEW,SUUT,0,0,E,BD,5270,Jan,7,976
222,Saturday,SPADINA,SUUT,12,16,E,BD,5103,Jan,7,999
223,Saturday,COLLEGE,PUOPO,5,9,S,YU,5861,Jan,7,1026
224,Saturday,COLLEGE,PUOPO,4,8,N,YU,6136,Jan,7,1029
225,Saturday,BLOOR-YONGE,MUI,19,23,N,YU,5561,Jan,7,1062
226,Saturday,KING,MUPAA,0,0,N,YU,5411,Jan,7,1104
227,Saturday,COLLEGE,SUO,19,24,S,YU,5601,Jan,7,1171
228,Saturday,WARDEN,SUO,0,0,E,BD,5346,Jan,7,1196
229,Saturday,VAUGHAN,TUO,6,11,N,YU,5381,Jan,7,1196
230,Saturday,ST. PATRICK,SUO,22,27,S,YU,5776,Jan,7,1212
231,Saturday,UNION,MUIR,6,11,N,YU,5721,Jan,7,1245
232,Saturday,BLOOR-YONGE,SUAP,0,0,N,YU,5866,Jan,7,1339
233,Saturday,BLOOR-YONGE,SUAP,0,0,E,BD,5362,Jan,7,1349
234,Saturday,UNION,MUPAA,0,0,N,YU,5421,Jan,7,1432
235,Saturday,KIPLING,SUDP,0,0,E,BD,5062,Jan,7,111
236,Saturday,SHEPPARD-YONGE,TUSC,0,0,E,SHP,6191,Jan,7,123
237,Saturday,LESLIE,TUSC,0,0,W,SHP,6171,Jan,7,744
238,Saturday,BAYVIEW,TUCC,0,0,E,SHP,6146,Jan,7,1190
239,Saturday,DON MILLS,MUSC,5,10,W,SHP,6141,Jan,7,1200
240,Sunday,KEELE,SUG,5,10,W,BD,5279,Jan,8,485
241,Sunday,JANE,SUO,9,14,E,BD,5062,Jan,8,498
242,Sunday,FINCH,MUATC,6,12,S,YU,5721,Jan,8,524
243,Sunday,KIPLING,SUUT,11,15,W,BD,5035,Jan,8,611
244,Sunday,EGLINTON,EUNT,4,8,N,YU,5741,Jan,8,623
245,Sunday,SPADINA,SUDP,5,9,N,YU,5396,Jan,8,629
246,Sunday,PIONEER VILLAGE,MUI,5,9,N,YU,5546,Jan,8,695
247,Sunday,DUNDAS,EUVA,4,8,S,YU,5396,Jan,8,779
248,Sunday,ST. CLAIR,MUIR,13,17,N,YU,5736,Jan,8,793
249,Sunday,WILSON,MUI,8,12,S,YU,5626,Jan,8,805
250,Sunday,KIPLING,EUBO,4,8,E,BD,5163,Jan,8,843
251,Sunday,KENNEDY,MUPAA,0,0,E,BD,5106,Jan,8,889
252,Sunday,CHRISTIE,MUIR,0,0,E,BD,5046,Jan,8,897
253,Sunday,WOODBINE,MUPAA,0,0,W,BD,5003,Jan,8,913
254,Sunday,BATHURST,SUO,17,21,W,BD,5042,Jan,8,989
255,Sunday,SHEPPARD WEST,PUOPO,4,8,S,YU,5711,Jan,8,1049
256,Sunday,SHERBOURNE,MUI,19,24,W,BD,5079,Jan,8,1060
257,Sunday,CHRISTIE,TUMVS,10,14,E,BD,5157,Jan,8,1111
258,Sunday,ST. PATRICK,MUIR,11,17,N,YU,5811,Jan,8,1275
259,Sunday,BLOOR-YONGE,SUO,0,0,N,YU,6101,Jan,8,1300
260,Sunday,BLOOR-YONGE,SUO,0,0,E,BD,5062,Jan,8,1323
261,Sunday,COXWELL,MUPAA,3,9,E,BD,5046,Jan,8,1375
262,Sunday,BLOOR-YONGE,MUIS,0,0,N,YU,0,Jan,8,20
263,Sunday,QUEEN'S PARK,SUDP,5,11,N,YU,6106,Jan,8,110
264,Sunday,SHEPPARD-YONGE,TUMVS,5,10,W,SHP,6146,Jan,8,155
265,Monday,ST. PATRICK,SUO,0,0,N,YU,6106,Jan,9,133
266,Monday,GREENWOOD,PUTOE,0,0,W,BD,0,Jan,9,312
267,Monday,OLD MILL,PUSTC,0,0,W,BD,5100,Jan,9,314
268,Monday,FINCH,EUDO,4,8,S,YU,5546,Jan,9,353
269,Monday,DAVISVILLE,PUOPO,0,0,N,YU,6061,Jan,9,358
270,Monday,EGLINTON,PUOPO,3,7,N,YU,6061,Jan,9,363
271,Monday,LAWRENCE,PUOPO,5,9,N,YU,6061,Jan,9,367
272,Monday,DUNDAS,MUIS,0,0,N,BD,0,Jan,9,420
273,Monday,WILSON,MUATC,3,6,S,YU,5401,Jan,9,420
274,Monday,LAWRENCE,MUIE,7,9,S,YU,6121,Jan,9,441
275,Monday,COXWELL,SUO,3,6,E,BD,5201,Jan,9,468
276,Monday,SHEPPARD WEST,SUUT,28,30,N,YU,5721,Jan,9,472
277,Monday,DOWNSVIEW PARK,MUPAA,5,7,S,YU,5591,Jan,9,508
278,Monday,CHESTER,TUMVS,0,0,E,BD,5192,Jan,9,513
279,Monday,SHEPPARD-YONGE,PUOPO,0,0,S,YU,5511,Jan,9,529
280,Monday,YORK MILLS,PUOPO,5,7,S,YU,5511,Jan,9,534
281,Monday,BLOOR-YONGE,MUIR,4,7,W,BD,5178,Jan,9,567
282,Monday,WILSON,MUATC,10,13,N,YU,6126,Jan,9,654
283,Monday,CHRISTIE,TUMVS,0,0,E,BD,5003,Jan,9,683
284,Monday,BATHURST,TUO,4,7,E,BD,5003,Jan,9,687
285,Monday,OSSINGTON,MUDD,3,6,E,BD,5322,Jan,9,734
286,Monday,ST. GEORGE,MUPAA,4,7,W,BD,5035,Jan,9,737
287,Monday,VAUGHAN,SUO,15,18,S,YU,5421,Jan,9,747
288,Monday,VAUGHAN,MUIR,3,6,S,YU,5556,Jan,9,781
289,Monday,JANE,MUTO,4,7,W,BD,5178,Jan,9,898
290,Monday,DAVISVILLE,EUOE,4,8,S,YU,5686,Jan,9,948
291,Monday,KIPLING,MUSAN,3,6,E,BD,5004,Jan,9,1003
292,Monday,UNION,SUUT,12,15,S,YU,6131,Jan,9,1028
293,Monday,ST. PATRICK,SUAP,20,23,N,YU,5566,Jan,9,1035
294,Monday,KENNEDY,MUTO,3,6,W,BD,5020,Jan,9,1072
295,Monday,SPADINA,MUI,7,10,W,BD,5366,Jan,9,1114
296,Monday,KENNEDY,MUTO,4,8,W,BD,5174,Jan,9,1129
297,Monday,HIGHWAY 407,MUATC,4,8,S,YU,5476,Jan,9,1146
298,Monday,HIGHWAY 407,MUATC,5,8,S,YU,5571,Jan,9,1159
299,Monday,BLOOR-YONGE,MUIS,0,0,S,YU,0,Jan,9,1196
300,Monday,YORK UNIVERSITY,TUOS,0,0,N,YU,5381,Jan,9,1207
301,Monday,DUNDAS,SUUT,4,7,N,YU,5386,Jan,9,1267
302,Monday,SHEPPARD WEST,TUCC,10,15,S,YU,5446,Jan,9,1353
303,Monday,QUEEN,SUUT,12,17,N,YU,5951,Jan,9,1385
304,Monday,SPADINA,SUO,13,18,E,BD,5278,Jan,9,1432
305,Monday,SPADINA,SUDP,13,18,N,YU,5966,Jan,9,1433
306,Monday,SUMMERHILL,SUDP,6,11,S,YU,5481,Jan,9,1
307,Monday,ROYAL YORK,MUO,5,9,W,BD,5212,Jan,9,53
308,Monday,DON MILLS,PUSTS,3,8,W,SHP,6186,Jan,9,913
309,Monday,DON MILLS,PUSO,0,0,E,SHP,6146,Jan,9,971
310,Monday,DON MILLS,PUSTS,3,8,W,SHP,6166,Jan,9,1382
311,Tuesday,KENNEDY,TUO,0,0,W,BD,5208,Jan,10,174
312,Tuesday,SHEPPARD-YONGE,SUUT,0,0,N,YU,5816,Jan,10,379
313,Tuesday,VICTORIA PARK,MUDD,5,8,W,BD,5079,Jan,10,385
314,Tuesday,GREENWOOD,TUMVS,0,0,E,BD,5260,Jan,10,461
315,Tuesday,CHRISTIE,SUDP,0,0,E,BD,5128,Jan,10,507
316,Tuesday,DUNDAS WEST,TUMVS,0,0,W,BD,5210,Jan,10,523
317,Tuesday,BAY,MUPR1,0,0,W,BD,5195,Jan,10,640
318,Tuesday,HIGH PARK,MUPR1,3,6,W,BD,5060,Jan,10,652
319,Tuesday,WELLESLEY,MUIR,12,15,N,YU,5631,Jan,10,723
320,Tuesday,QUEEN'S PARK,MUIRS,0,0,S,YU,0,Jan,10,771
321,Tuesday,BLOOR-YONGE,MUIS,0,0,S,YU,0,Jan,10,803
322,Tuesday,SHEPPARD-YONGE,SUDP,6,9,S,YU,5751,Jan,10,815
323,Tuesday,ST. CLAIR WEST,MUIR,6,9,N,YU,5981,Jan,10,866
324,Tuesday,FINCH WEST,PUSAC,4,8,N,YU,5751,Jan,10,881
325,Tuesday,QUEEN'S PARK,SUDP,3,6,S,YU,5701,Jan,10,892
326,Tuesday,SHEPPARD WEST,MUI,19,22,S,YU,5801,Jan,10,935
327,Tuesday,FINCH,MUATC,3,6,S,YU,5406,Jan,10,963
328,Tuesday,HIGHWAY 407,PUSRA,4,8,S,YU,5556,Jan,10,984
329,Tuesday,DUNDAS,MUNCA,0,0,S,YU,0,Jan,10,1030
330,Tuesday,BLOOR-YONGE,MUPAA,4,8,N,YU,5926,Jan,10,1043
331,Tuesday,ROSEDALE,TUO,11,14,N,YU,5526,Jan,10,1058
332,Tuesday,ROSEDALE,MUPAA,0,0,N,YU,6111,Jan,10,1065
333,Tuesday,FINCH,MUPAA,0,0,N,YU,5926,Jan,10,1070
334,Tuesday,ROYAL YORK,PUSI,0,0,W,BD,5321,Jan,10,1082
335,Tuesday,BROADVIEW,TUMVS,4,8,W,BD,5364,Jan,10,1115
336,Tuesday,WOODBINE,SUDP,20,24,E,BD,5029,Jan,10,1129
337,Tuesday,ST. CLAIR WEST,MUIRS,0,0,N,YU,0,Jan,10,1163
338,Tuesday,ST. GEORGE,SUDP,5,9,W,BD,5360,Jan,10,1192
339,Tuesday,FINCH WEST,PUTO,0,0,N,YU,5436,Jan,10,1197
340,Tuesday,VICTORIA PARK,SUDP,6,10,E,BD,5139,Jan,10,1237
341,Tuesday,LAWRENCE,MUI,6,9,N,YU,5606,Jan,10,1251
